kode_mhs,nama_prodi,id_smt,kode_mk,nama_mk,RMK,sks,nilai_akhir,nilai_huruf,Tahun angkatan,Semester_sekarang,Deskripsi Matkul
5025221224,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,89,A,2022,7,wajib
5025221224,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,76,AB,2022,7,wajib
5025221224,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,85,AB,2022,7,wajib
5025221224,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,85,AB,2022,7,wajib
5025221224,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,72,B,2022,7,wajib
5025221224,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,76,AB,2022,7,wajib
5025221224,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,80,AB,2022,7,wajib
5025221224,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,76,AB,2022,7,wajib
5025221224,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,81,AB,2022,7,wajib
5025221224,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,67,B,2022,7,wajib
5025221224,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,87,A,2022,7,wajib
5025221224,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,68,B,2022,7,wajib
5025221224,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,28,E,2022,7,wajib
5025221224,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,76,AB,2022,7,wajib
5025221224,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,66,B,2022,7,wajib
5025221224,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,100,A,2022,7,wajib
5025221224,Teknik Informatika,5,EF234509,Competitive Programming,Algoritma Pemrograman (ALPRO),3,69,B,2022,7,pilihan
5025221224,Teknik Informatika,5,EF234710,Intelligence Game,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,70,B,2022,7,pilihan
5025221224,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,82,AB,2022,7,wajib
5025221224,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,76,AB,2022,7,wajib
5025221224,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,87,A,2022,7,wajib
5025221224,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,77,AB,2022,7,wajib
5025221224,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,73,B,2022,7,wajib
5025221224,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,77,AB,2022,7,wajib
5025221224,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,100,A,2022,7,wajib
5025221224,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,84,AB,2022,7,wajib
5025221224,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,90,A,2022,7,wajib
5025221224,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,90,A,2022,7,wajib
5025221224,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,83,AB,2022,7,wajib
5025221224,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,75,B,2022,7,wajib
5025221224,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,82,AB,2022,7,wajib
5025221224,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,68,B,2022,7,wajib
5025221224,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,75,B,2022,7,wajib
5025221224,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,72,B,2022,7,wajib
5025221224,Teknik Informatika,7,EF234509,Competitive Programming,Algoritma Pemrograman (ALPRO),3,72,B,2022,7,pilihan
5025221224,Teknik Informatika,7,EF234507,Wireless Network,Komputasi Berbasis Jaringan (KBJ),3,77,AB,2022,7,pilihan
5025221225,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,68,B,2022,7,wajib
5025221225,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,81,AB,2022,7,wajib
5025221225,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,98,A,2022,7,wajib
5025221225,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,93,A,2022,7,wajib
5025221225,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,73,B,2022,7,wajib
5025221225,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,89,A,2022,7,wajib
5025221225,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,89,A,2022,7,wajib
5025221225,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,92,A,2022,7,wajib
5025221225,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,86,A,2022,7,wajib
5025221225,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,84,AB,2022,7,wajib
5025221225,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,84,AB,2022,7,wajib
5025221225,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,95,A,2022,7,wajib
5025221225,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,66,B,2022,7,wajib
5025221225,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,66,B,2022,7,wajib
5025221225,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,72,B,2022,7,wajib
5025221225,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,78,AB,2022,7,wajib
5025221225,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,99,A,2022,7,wajib
5025221225,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,69,B,2022,7,wajib
5025221225,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,60,C,2022,7,wajib
5025221225,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,89,A,2022,7,wajib
5025221225,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,56,C,2022,7,wajib
5025221225,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,88,A,2022,7,wajib
5025221225,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,79,AB,2022,7,wajib
5025221225,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,85,AB,2022,7,wajib
5025221225,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,70,B,2022,7,wajib
5025221225,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,94,A,2022,7,wajib
5025221225,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,79,AB,2022,7,wajib
5025221225,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,89,A,2022,7,wajib
5025221225,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,96,A,2022,7,wajib
5025221225,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,100,A,2022,7,wajib
5025221225,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,57,C,2022,7,wajib
5025221225,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,96,A,2022,7,wajib
5025221225,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,73,B,2022,7,wajib
5025221225,Teknik Informatika,5,EF234506,Inter-Network Technology,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,75,B,2022,7,pilihan
5025221225,Teknik Informatika,5,EF234717,Special Topics in Network-Based Computing,Komputasi Berbasis Jaringan (KBJ),3,67,B,2022,7,pilihan
5025221225,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,90,A,2022,7,wajib
5025221225,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,86,A,2022,7,wajib
5025221225,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,76,AB,2022,7,wajib
5025221225,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,80,AB,2022,7,wajib
5025221225,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,84,AB,2022,7,wajib
5025221225,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,90,A,2022,7,wajib
5025221225,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,91,A,2022,7,wajib
5025221225,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,86,A,2022,7,wajib
5025221225,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,75,B,2022,7,wajib
5025221225,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,82,AB,2022,7,wajib
5025221225,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,81,AB,2022,7,wajib
5025221225,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,89,A,2022,7,wajib
5025221225,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,77,AB,2022,7,wajib
5025221225,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,93,A,2022,7,wajib
5025221225,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,57,C,2022,7,wajib
5025221225,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,96,A,2022,7,wajib
5025221225,Teknik Informatika,7,EF234705,Digital Forensics,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,73,B,2022,7,pilihan
5025221225,Teknik Informatika,7,EF234604,Mobile Computing,Komputasi Berbasis Jaringan (KBJ),3,99,A,2022,7,pilihan
5025221226,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,68,B,2022,7,wajib
5025221226,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,14,E,2022,7,wajib
5025221226,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,74,B,2022,7,wajib
5025221226,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,74,B,2022,7,wajib
5025221226,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,58,C,2022,7,wajib
5025221226,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,79,AB,2022,7,wajib
5025221226,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,99,A,2022,7,wajib
5025221226,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,97,A,2022,7,wajib
5025221226,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,90,A,2022,7,wajib
5025221226,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,86,A,2022,7,wajib
5025221226,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,82,AB,2022,7,wajib
5025221226,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,86,A,2022,7,wajib
5025221226,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,57,C,2022,7,wajib
5025221226,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,99,A,2022,7,wajib
5025221226,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,91,A,2022,7,wajib
5025221226,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,88,A,2022,7,wajib
5025221226,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,69,B,2022,7,wajib
5025221226,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,74,B,2022,7,wajib
5025221226,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,99,A,2022,7,wajib
5025221226,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,95,A,2022,7,wajib
5025221226,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,73,B,2022,7,wajib
5025221226,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,91,A,2022,7,wajib
5025221226,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,75,B,2022,7,wajib
5025221226,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,98,A,2022,7,wajib
5025221226,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,97,A,2022,7,wajib
5025221226,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,65,BC,2022,7,wajib
5025221226,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,85,AB,2022,7,wajib
5025221226,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,81,AB,2022,7,wajib
5025221226,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,90,A,2022,7,wajib
5025221226,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,94,A,2022,7,wajib
5025221226,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,93,A,2022,7,wajib
5025221226,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,85,AB,2022,7,wajib
5025221226,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,61,BC,2022,7,wajib
5025221226,Teknik Informatika,5,EF234720,Special Topics in Modelling and Applied Computing,Pemodelan & Komputasi Terapan (PKT),3,56,C,2022,7,pilihan
5025221226,Teknik Informatika,5,EF234710,Intelligence Game,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,60,C,2022,7,pilihan
5025221226,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,88,A,2022,7,wajib
5025221226,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,83,AB,2022,7,wajib
5025221226,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,73,B,2022,7,wajib
5025221226,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,11,E,2022,7,wajib
5025221226,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,96,A,2022,7,wajib
5025221226,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,73,B,2022,7,wajib
5025221226,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,100,A,2022,7,wajib
5025221226,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,98,A,2022,7,wajib
5025221226,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,59,C,2022,7,wajib
5025221226,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,87,A,2022,7,wajib
5025221226,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,77,AB,2022,7,wajib
5025221226,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,92,A,2022,7,wajib
5025221226,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,71,B,2022,7,wajib
5025221226,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,69,B,2022,7,wajib
5025221226,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,80,AB,2022,7,wajib
5025221226,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,95,A,2022,7,wajib
5025221226,Teknik Informatika,7,EF234618,Game Engine,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,86,A,2022,7,pilihan
5025221226,Teknik Informatika,7,EF234709,Object Oriented Simulation,Algoritma Pemrograman (ALPRO),3,66,B,2022,7,pilihan
5025221227,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,83,AB,2022,7,wajib
5025221227,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,77,AB,2022,7,wajib
5025221227,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,98,A,2022,7,wajib
5025221227,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,84,AB,2022,7,wajib
5025221227,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,90,A,2022,7,wajib
5025221227,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,77,AB,2022,7,wajib
5025221227,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,91,A,2022,7,wajib
5025221227,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,90,A,2022,7,wajib
5025221227,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,73,B,2022,7,wajib
5025221227,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,83,AB,2022,7,wajib
5025221227,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,73,B,2022,7,wajib
5025221227,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,64,BC,2022,7,wajib
5025221227,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,80,AB,2022,7,wajib
5025221227,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,77,AB,2022,7,wajib
5025221227,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,74,B,2022,7,wajib
5025221227,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,91,A,2022,7,wajib
5025221227,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,87,A,2022,7,wajib
5025221227,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,66,B,2022,7,wajib
5025221227,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,87,A,2022,7,wajib
5025221227,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,85,AB,2022,7,wajib
5025221227,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,96,A,2022,7,wajib
5025221227,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,79,AB,2022,7,wajib
5025221227,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,87,A,2022,7,wajib
5025221227,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,60,C,2022,7,wajib
5025221227,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,88,A,2022,7,wajib
5025221227,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,77,AB,2022,7,wajib
5025221227,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,74,B,2022,7,wajib
5025221227,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,99,A,2022,7,wajib
5025221227,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,93,A,2022,7,wajib
5025221227,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,93,A,2022,7,wajib
5025221227,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,82,AB,2022,7,wajib
5025221227,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,82,AB,2022,7,wajib
5025221227,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,91,A,2022,7,wajib
5025221227,Teknik Informatika,5,EK234501,Text Mining,Komputasi Cerdas Visi (KCV),3,68,B,2022,7,pilihan
5025221227,Teknik Informatika,5,ER234403,Software Architecture,Rekayasa Perangkat Lunak (RPL),3,73,B,2022,7,pilihan
5025221227,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,98,A,2022,7,wajib
5025221227,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,58,C,2022,7,wajib
5025221227,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,82,AB,2022,7,wajib
5025221227,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,81,AB,2022,7,wajib
5025221227,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,96,A,2022,7,wajib
5025221227,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,83,AB,2022,7,wajib
5025221227,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,97,A,2022,7,wajib
5025221227,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,94,A,2022,7,wajib
5025221227,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,90,A,2022,7,wajib
5025221227,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,62,BC,2022,7,wajib
5025221227,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,88,A,2022,7,wajib
5025221227,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,97,A,2022,7,wajib
5025221227,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,97,A,2022,7,wajib
5025221227,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,67,B,2022,7,wajib
5025221227,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,81,AB,2022,7,wajib
5025221227,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,77,AB,2022,7,wajib
5025221227,Teknik Informatika,7,EF234710,Intelligence Game,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,77,AB,2022,7,pilihan
5025221227,Teknik Informatika,7,EF234619,Deep Learning,Komputasi Cerdas Visi (KCV),3,98,A,2022,7,pilihan
5025221228,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,53,D,2022,7,wajib
5025221228,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,98,A,2022,7,wajib
5025221228,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,60,C,2022,7,wajib
5025221228,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,97,A,2022,7,wajib
5025221228,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,27,E,2022,7,wajib
5025221228,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,86,A,2022,7,wajib
5025221228,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,79,AB,2022,7,wajib
5025221228,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,85,AB,2022,7,wajib
5025221228,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,74,B,2022,7,wajib
5025221228,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,66,B,2022,7,wajib
5025221228,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,61,BC,2022,7,wajib
5025221228,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,49,D,2022,7,wajib
5025221228,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,74,B,2022,7,wajib
5025221228,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,81,AB,2022,7,wajib
5025221228,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,80,AB,2022,7,wajib
5025221228,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,95,A,2022,7,wajib
5025221228,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,94,A,2022,7,wajib
5025221228,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,66,B,2022,7,wajib
5025221228,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,58,C,2022,7,wajib
5025221228,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,87,A,2022,7,wajib
5025221228,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,44,D,2022,7,wajib
5025221228,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,66,B,2022,7,wajib
5025221228,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,98,A,2022,7,wajib
5025221228,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,50,D,2022,7,wajib
5025221228,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,66,B,2022,7,wajib
5025221228,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,80,AB,2022,7,wajib
5025221228,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,76,AB,2022,7,wajib
5025221228,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,79,AB,2022,7,wajib
5025221228,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,63,BC,2022,7,wajib
5025221228,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,79,AB,2022,7,wajib
5025221228,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,51,D,2022,7,wajib
5025221228,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,63,BC,2022,7,wajib
5025221228,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,91,A,2022,7,wajib
